Đội,Trung vị,Giá trị trung bình ,Độ lệch chuẩn,Giá trị trung bình
Burnley,1213.0,,851.0007056743261,1334.857142857143
Burnley,1.0,,1.7008401285415224,1.3214285714285714
Burnley,1.0,,1.7008401285415224,1.3214285714285714
Burnley,1.0,,1.1841099620036994,1.0714285714285714
Burnley,2.0,,2.9265704869035387,2.75
Burnley,0.0,,0.44095855184409843,0.25
Burnley,0.55,,1.7237371729094437,1.464285714285714
Burnley,0.55,,1.5645037416612202,1.3785714285714283
Burnley,0.8,,1.0075049069687638,1.0607142857142855
Burnley,15.0,,26.491962442863194,25.75
Burnley,34.5,,41.41701398723775,42.035714285714285
Burnley,25.0,,42.51815671914353,41.357142857142854
Burnley,0.035,,0.1209355068844416,0.0857142857142857
Burnley,0.055,,0.06232170335440703,0.05892857142857144
Burnley,0.09,,0.15019563961290675,0.1442857142857143
Burnley,0.035,,0.1089214803832967,0.07750000000000001
Burnley,0.09,,0.14040521478429616,0.13607142857142857
Burnley,0.06,,0.12426024491207341,0.10535714285714289
Burnley,0.065,,0.061647358624655,0.0717857142857143
Burnley,0.125,,0.15438348117353506,0.1775
Burnley,0.06,,0.11216189640555747,0.09892857142857145
Burnley,0.125,,0.14649114677910094,0.17178571428571426
Burnley,1.0,,1.8544954675472893,1.4285714285714286
Burnley,9.5,,14.656201172344517,15.285714285714286
Burnley,3.0,,5.659075213772325,4.892857142857143
Burnley,33.3,,16.657965301050858,30.54583333333333
Burnley,0.86,,0.9047631161228314,1.115
Burnley,0.275,,0.3999107043185659,0.3821428571428572
Burnley,0.055,,0.06506267880984493,0.06625000000000002
Burnley,0.21,,0.24205371304733173,0.25000000000000006
Burnley,17.9,,4.3191497250993836,17.6125
Burnley,0.0,,2.0813482606259295,0.4642857142857143
Burnley,0.0,,0.314970394174356,0.10714285714285714
Burnley,0.0,,0.314970394174356,0.10714285714285714
Burnley,0.55,,1.7237371729094437,1.464285714285714
Burnley,0.55,,1.5645037416612202,1.3785714285714283
Burnley,0.07500000000000001,,0.050128458173382705,0.08208333333333334
Burnley,-0.15000000000000002,,0.9274474271670229,-0.03571428571428571
Burnley,-0.15000000000000002,,0.9390415016382087,-0.05714285714285714
Burnley,395.5,,400.3871737317379,496.5
Burnley,513.0,,497.45957135457263,639.6071428571429
Burnley,76.1,,8.026209546388612,75.71785714285714
Burnley,6232.5,,7653.797766727851,8769.57142857143
Burnley,1825.0,,3614.9819532726265,2979.8214285714284
Burnley,189.5,,171.37509527473145,224.64285714285714
Burnley,222.5,,192.65711996450034,258.60714285714283
Burnley,85.65,,7.554920608241056,86.31428571428572
Burnley,146.5,,196.64566406551455,214.46428571428572
Burnley,183.5,,217.10715602155355,250.96428571428572
Burnley,78.75,,10.737118528064887,80.18571428571428
Burnley,29.0,,56.79699066102137,47.25
Burnley,49.5,,148.16628724932224,98.28571428571429
Burnley,52.6,,17.459729932394985,54.10714285714285
Burnley,1.0,,1.1841099620036994,1.0714285714285714
Burnley,0.8,,1.0075049069687638,1.0607142857142855
Burnley,0.55,,0.9186702490311888,0.9607142857142857
Burnley,-0.1,,0.7430364557699538,0.010714285714285704
Burnley,7.5,,11.139566737083946,11.642857142857142
Burnley,22.5,,38.095605156961774,34.642857142857146
Burnley,5.5,,6.814239681274972,7.714285714285714
Burnley,1.0,,2.9555794246559737,1.9285714285714286
Burnley,34.5,,41.41701398723775,42.035714285714285
Burnley,450.0,,455.7277046008293,576.5
Burnley,38.0,,73.83682674740962,60.392857142857146
Burnley,6.0,,26.188849155810956,15.821428571428571
Burnley,1.0,,2.136542724781046,1.75
Burnley,2.0,,2.8496263562738133,2.75
Burnley,9.5,,23.174830125003105,19.535714285714285
Burnley,3.0,,51.12608907521662,23.892857142857142
Burnley,0.0,,14.374433506206032,6.428571428571429
Burnley,0.0,,5.908808777073528,2.392857142857143
Burnley,0.0,,4.471544363495569,2.0714285714285716
Burnley,0.0,,1.0559731838826993,0.32142857142857145
Burnley,395.5,,400.3871737317379,496.5
Burnley,2.0,,2.5365059498969114,2.7142857142857144
Burnley,9.5,,8.810993013480257,12.178571428571429
Burnley,18.0,,23.413326599051715,26.964285714285715
Burnley,1.775,,1.2595898278374331,1.9303571428571424
Burnley,11.0,,18.286773489494657,19.535714285714285
Burnley,0.0,,5.06413888489471,2.642857142857143
Burnley,1.0,,2.8496263562738133,1.75
Burnley,0.5,,2.1660560800216926,1.6071428571428572
Burnley,1.0,,1.2863754913562,1.1071428571428572
Burnley,0.0,,0.6696362433535825,0.32142857142857145
Burnley,1.5,,2.601129180927586,2.607142857142857
Burnley,0.13,,0.16585197709668192,0.1642857142857143
Burnley,1.0,,2.1590219223934852,1.9285714285714286
Burnley,0.0,,0.5681120688308978,0.21428571428571427
Burnley,0.0,,0.7628961803617725,0.2857142857142857
Burnley,0.0,,0.26226526415648105,0.07142857142857142
Burnley,0.0,,0.314970394174356,0.10714285714285714
Burnley,0.0,,0.0,0.0
Burnley,681.0,,566.7857706297502,789.9642857142857
Burnley,38.5,,202.72277249182562,103.82142857142857
Burnley,159.5,,339.9340583424439,286.14285714285717
Burnley,264.5,,285.49967336594887,327.2857142857143
Burnley,131.5,,152.26756508088442,183.32142857142858
Burnley,18.0,,29.578431295178554,29.071428571428573
Burnley,681.0,,566.8215941340976,789.8571428571429
Burnley,12.5,,29.0768003305095,24.857142857142858
Burnley,4.5,,12.440493278639437,10.607142857142858
Burnley,48.2,,18.28500000194764,45.77407407407407
Burnley,6.0,,14.380091690842484,11.75
Burnley,44.5,,18.2885708397847,43.148148148148145
Burnley,389.0,,304.7321835705965,436.0
Burnley,2397.5,,1637.5562496902116,2382.214285714286
Burnley,1314.5,,925.7359606189385,1260.5714285714287
Burnley,15.0,,26.491962442863194,25.75
Burnley,12.0,,15.480103290469282,16.321428571428573
Burnley,2.0,,13.076494522413451,8.571428571428571
Burnley,14.0,,18.568050160759658,18.428571428571427
Burnley,8.0,,10.254112608940153,10.535714285714286
Burnley,434.5,,344.33805832742104,490.57142857142856
Burnley,25.0,,42.51815671914353,41.357142857142854
Burnley,82.0,,11.028453229115161,78.62962962962963
Burnley,8.0,,9.346575073708316,9.107142857142858
Burnley,4.5,,4.841809753916576,5.464285714285714
Burnley,21.0,,10.123870486290725,23.166666666666668
Burnley,4.0,,5.693563617512908,5.25
Burnley,0.63,,0.18675274375919435,0.6089285714285715
Burnley,14.0,,10.841327941465083,15.857142857142858
Burnley,25.0,,19.133719093506265,30.392857142857142
Burnley,-13.0,,9.701019964920615,-14.535714285714286
Burnley,21.0,,17.63127144604815,27.33928571428572
Burnley,-9.65,,7.947209253608145,-11.49642857142857
Burnley,12.0,,12.171775400578028,15.178571428571429
Burnley,9.5,,11.650555769380693,12.571428571428571
Burnley,1.5,,3.759995497014077,2.7142857142857144
Burnley,9.5,,23.174830125003105,19.535714285714285
Burnley,0.0,,0.314970394174356,0.10714285714285714
Burnley,50.5,,47.77375859802126,61.535714285714285
Burnley,13.5,,26.1413283445782,20.035714285714285
Burnley,22.0,,23.32516863955097,24.714285714285715
Burnley,43.75,,22.099068667680005,40.80714285714284
Manchester United,22.0,,10.052860289489754,21.5
Manchester United,15.0,,11.03985785861673,16.03846153846154
Manchester United,1351.5,,957.0179549798667,1440.3846153846155
Manchester United,1.0,,2.7200113121936718,1.9615384615384615
Manchester United,1.0,,2.7200113121936718,1.9615384615384615
